stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Coding\i2p2\blooooom\SourceCode\allegro5.cfg r
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.83280] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.83342] added dtor for bitmap 000000001731e780, func 00007ff836ee1bea
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.85034] Loading sample ./assets/sound/game_start.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.85039] opening ./assets/sound/game_start.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.85076] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.85079] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.85087] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.85089] total_samples 94208
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.85090] total_size 376832
dtor     D               dtor.c:196  _al_register_destructor          [   1.85370] added dtor for sample 0000000002cb7430, func 00007ff837011a1d
dtor     D               dtor.c:196  _al_register_destructor          [   1.85374] added dtor for sample_instance 0000000002ccde30, func 00007ff83700929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.85375] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.85376]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.85377]  0.000000 0.707107
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.85444] Loading sample ./assets/sound/BackgroundMusic.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.85447] opening ./assets/sound/BackgroundMusic.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.85482] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.85483] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.85484] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.85485] total_samples 6137856
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.85486] total_size 24551424
dtor     D               dtor.c:196  _al_register_destructor          [   2.01102] added dtor for sample 0000000002cb7970, func 00007ff837011a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.01111] added dtor for sample_instance 0000000002cce3d0, func 00007ff83700929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.01112] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.01113]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.01114]  0.000000 0.707107
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.01198] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.01203] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28258] removed dtor for sample_instance 0000000002cce2b0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.33253] opening ./assets/image/roles/role1_right.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.33280] opening ./assets/image/roles/role1_right.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33290] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33292] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33293] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33294] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33295] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33296] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33297] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33298] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.33299] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.33300] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.33301] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.33303] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.33311] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.33382] added dtor for bitmap 000000001731eae0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.34592] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.34603] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.33249] opening ./assets/image/monster/Wolf/RIGHT_1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.33268] opening ./assets/image/monster/Wolf/RIGHT_1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33440] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33443] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33444] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33445] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33446] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33447] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33448] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33449] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.33450] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.33451] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.33452] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.33454] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.33455] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.33524] added dtor for bitmap 000000001731e930, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.33636] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.33640] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.68244] opening ./assets/image/monster/Wolf/RIGHT_2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.68262] opening ./assets/image/monster/Wolf/RIGHT_2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68417] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68421] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68422] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68423] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68423] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68424] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68425] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68426] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.68426] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.68427] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.68428] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.68429] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.68430] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.68491] added dtor for bitmap 000000001731ec90, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.68561] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.68565] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.03251] opening ./assets/image/monster/Wolf/RIGHT_3.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.03279] opening ./assets/image/monster/Wolf/RIGHT_3.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03420] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03423] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03424] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03425] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03426] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03427] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03428] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03429] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.03430] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.03431] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.03432] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.03433] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.03434] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.03482] added dtor for bitmap 000000001731ee40, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.03531] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.03533] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   4.31587] removed dtor for sample_instance 0000000002ccde30
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.36576] opening ./assets/image/rocket.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.36603] opening ./assets/image/rocket.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36611] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36613] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36614] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36615] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36616] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36617] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36618] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36619] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.36620] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.36622] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.36623] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.36624] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.36625] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.36730] added dtor for bitmap 000000001731eff0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.37179] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.37186] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.38244] opening ./assets/image/monster/Wolf/RIGHT_4.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.38273] opening ./assets/image/monster/Wolf/RIGHT_4.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38457] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38461] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38462] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38464] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38465] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38466] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38467] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38468] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.38469] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.38470] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.38471] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.38472] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.38474] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.38549] added dtor for bitmap 000000001731f350, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.38665] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.38670] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.73245] opening ./assets/image/monster/Wolf/RIGHT_0.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.73268] opening ./assets/image/monster/Wolf/RIGHT_0.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73435] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73437] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73438] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73439] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73440] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73440] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73441] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73442] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.73443] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.73444] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.73444] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.73445] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.73446] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.73498] added dtor for bitmap 00000000173206c0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.73571] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.73575] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.99916] opening ./assets/image/monster/Wolf/DOWN_3.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   5.99972] opening ./assets/image/monster/Wolf/DOWN_3.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00196] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00200] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00201] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00202] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00203] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00204] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00205] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00206] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.00206] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.00207] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.00208] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.00210] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.00212] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.00315] added dtor for bitmap 0000000017320360, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.00486] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.00490] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   6.13243] opening ./assets/image/monster/Wolf/DOWN_0.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   6.13262] opening ./assets/image/monster/Wolf/DOWN_0.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13415] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13418] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13419] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13420] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13421] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13422] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13422] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13423] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.13424] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.13425] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.13426] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.13427] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.13427] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.13481] added dtor for bitmap 0000000017321440, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.13546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.13549] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   6.48242] opening ./assets/image/monster/Wolf/DOWN_1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   6.48263] opening ./assets/image/monster/Wolf/DOWN_1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48391] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48394] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48395] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48396] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48397] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48398] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48399] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48400] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.48401] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.48402] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.48403] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.48404] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.48405] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.48452] added dtor for bitmap 000000001731faf0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.48513] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.48516] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   6.83254] opening ./assets/image/monster/Wolf/DOWN_2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   6.83273] opening ./assets/image/monster/Wolf/DOWN_2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83414] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83417] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83418] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83419] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83420] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83421] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83422] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83423] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.83424] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.83424] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.83425] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.83427] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.83428] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.83486] added dtor for bitmap 0000000017320d80, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.83545] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.83548] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  14.18350] Glyph 42: 33x37 (36x40)
font     D                ttf.c:287  alloc_glyph_region               [  14.18355] Locking glyph region: 000000001731f500 276 0 36 40
font     D                ttf.c:167  unlock_current_page              [  14.18359] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [  14.18363] Glyph 36: 30x37 (32x40)
font     D                ttf.c:287  alloc_glyph_region               [  14.18365] Locking glyph region: 000000001731f500 312 0 32 40
font     D                ttf.c:167  unlock_current_page              [  14.18394] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [  14.18401] Glyph 48: 33x37 (36x40)
font     D                ttf.c:287  alloc_glyph_region               [  14.18403] Locking glyph region: 000000001731f500 344 0 36 40
font     D                ttf.c:167  unlock_current_page              [  14.18407] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [  14.18409] Glyph 40: 21x37 (24x40)
font     D                ttf.c:287  alloc_glyph_region               [  14.18410] Locking glyph region: 000000001731f500 380 0 24 40
font     D                ttf.c:167  unlock_current_page              [  14.18415] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [  14.18423] Glyph 50: 37x37 (40x40)
font     D                ttf.c:287  alloc_glyph_region               [  14.18424] Locking glyph region: 000000001731f500 404 0 40 40
font     D                ttf.c:167  unlock_current_page              [  14.18429] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [  14.18432] Glyph 57: 30x37 (32x40)
font     D                ttf.c:287  alloc_glyph_region               [  14.18433] Locking glyph region: 000000001731f500 444 0 32 40
font     D                ttf.c:167  unlock_current_page              [  14.18437] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [  14.18441] Glyph 53: 23x37 (24x40)
font     D                ttf.c:287  alloc_glyph_region               [  14.18442] Locking glyph region: 000000001731f500 476 0 24 40
font     D                ttf.c:167  unlock_current_page              [  14.18446] Unlocking page: 000000001731f500
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.18496] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.18500] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.20117] removed dtor for bitmap 000000001731e780
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [  14.20348] destroying display 000000000154a620 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.20533] converting display bitmap 0000000017320d80 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.20537] added dtor for bitmap 0000000017320f30, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.20539] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.20540] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.20596] removed dtor for bitmap 0000000017320f30
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.20629] converting display bitmap 000000001731faf0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.20632] added dtor for bitmap 0000000017320a20, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.20633] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.20634] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.20664] removed dtor for bitmap 0000000017320a20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.20695] converting display bitmap 0000000017321440 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.20698] added dtor for bitmap 000000001731f790, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.20700] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.20700] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.20732] removed dtor for bitmap 000000001731f790
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  14.20761] converting display bitmap 0000000017320360 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  14.20764] added dtor for bitmap 00000000173201b0, func 00007ff836ee1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.20765] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.20766] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  14.20796] removed dtor for bitmap 00000000173201b0
